Age;Education;Country;Ethnicity;Gender;Neuroticism;Extraversion;Openness;Agreeableness;Conscientiousness;Impulsiveness;SensationSeeing;Cocaine
18-24;left at 18;USA;White;0;41;48;54;40;38;1.86203;0.7654;Used in last decade
18-24;left at 18;Canada;White;0;40;41;46;37;35;0.52975;0.07987;Used in last year
25-34;left at 18;UK;White;1;31;41;28;47;49;0.52975;-0.84637;Never used
18-24;left at 18;USA;White;1;46;49;59;40;49;0.52975;0.7654;Never used
18-24;left at 18;USA;White;0;43;40;55;47;29;0.52975;0.40148;Used in last decade
18-24;left at 18;Canada;White;0;23;36;35;32;50;-0.71126;0.07987;Never used
35-44;master degree;UK;White;0;36;37;46;29;47;-0.71126;0.07987;Never used
45-54;master degree;UK;White;0;19;45;48;49;49;-2.55524;-1.18084;Never used
45-54;master degree;UK;White;0;23;39;53;45;44;-0.21712;-0.21575;Used over a decade ago
45-54;master degree;UK;Asian;0;18;50;54;44;50;-1.37983;-1.18084;Never used
25-34;master degree;UK;White;0;32;38;53;37;41;0.88113;-0.21575;Used over a decade ago
55-64;master degree;Canada;White;0;19;49;39;47;51;-0.21712;-1.18084;Never used
35-44;master degree;UK;White;1;45;36;48;39;40;0.52975;-0.21575;Never used
45-54;master degree;UK;White;0;29;36;39;47;41;-1.37983;-2.07848;Never used
45-54;master degree;UK;White;1;31;44;44;39;33;0.19268;-0.84637;Used over a decade ago
45-54;master degree;UK;Asian;0;34;42;47;41;41;0.19268;-0.52593;Never used
35-44;master degree;UK;White;0;35;41;48;42;43;0.52975;0.40148;Never used
45-54;master degree;other;White;0;46;45;49;42;44;-0.21712;0.40148;Used over a decade ago
18-24;master degree;UK;White;1;32;40;43;44;47;-0.71126;-0.84637;Never used
35-44;master degree;UK;other;0;34;33;42;34;50;-0.71126;-0.84637;Used in last Month
18-24;master degree;UK;White;1;23;46;42;56;54;-0.71126;-0.21575;Never used
35-44;master degree;UK;White;1;25;51;53;51;47;0.19268;0.40148;Never used
45-54;master degree;UK;White;0;24;45;48;46;45;0.19268;-0.52593;Never used
45-54;master degree;UK;White;1;35;40;47;49;48;0.19268;0.40148;Used over a decade ago
35-44;master degree;UK;White;0;38;31;40;36;47;-1.37983;-0.84637;Never used
45-54;master degree;UK;White;0;31;36;41;50;47;-0.71126;-0.52593;Never used
25-34;master degree;UK;White;1;36;51;48;47;50;0.19268;-0.52593;Used over a decade ago
45-54;master degree;UK;Black;1;42;41;45;43;50;-0.21712;-0.84637;Never used
35-44;master degree;UK;White;1;31;47;52;45;45;-2.55524;-0.21575;Used over a decade ago
45-54;master degree;UK;White;1;27;40;41;44;48;-0.71126;0.40148;Used over a decade ago
35-44;master degree;other;White;1;28;41;45;41;47;0.19268;0.40148;Never used
25-34;master degree;UK;White;1;27;40;48;42;42;0.19268;0.07987;Used in last year
18-24;master degree;UK;White;1;25;45;40;42;47;0.19268;-0.52593;Never used
35-44;master degree;UK;White;1;31;36;47;47;47;-1.37983;-2.07848;Never used
18-24;master degree;UK;White;1;49;32;46;40;39;1.29221;0.7654;Never used
18-24;master degree;UK;Mixed White/Black;0;27;55;53;50;55;-0.21712;0.40148;Used in last decade
35-44;master degree;other;White;1;26;47;44;45;43;-1.37983;-0.52593;Never used
45-54;master degree;UK;White;1;40;43;45;42;44;-0.21712;-1.18084;Used over a decade ago
25-34;master degree;UK;White;0;34;42;37;50;53;0.52975;1.2247;Used in last decade
25-34;master degree;UK;White;1;20;35;39;40;54;-1.37983;-0.84637;Never used
25-34;master degree;UK;White;1;44;42;42;31;40;0.19268;0.07987;Never used
45-54;master degree;UK;White;1;39;34;47;47;36;-0.71126;-0.84637;Never used
18-24;master degree;UK;White;1;34;45;50;44;47;-0.21712;-0.21575;Never used
55-64;master degree;USA;White;1;15;47;57;51;34;-0.71126;-0.52593;Used over a decade ago
55-64;master degree;UK;White;0;29;33;51;37;46;-1.37983;-0.84637;Never used
35-44;master degree;UK;White;0;27;44;45;34;44;0.88113;0.40148;Never used
35-44;master degree;UK;White;1;34;43;44;45;52;-0.71126;-1.54858;Never used
25-34;master degree;UK;White;1;29;51;49;44;44;-0.71126;0.07987;Used in last year
35-44;master degree;UK;White;0;29;46;52;56;53;-0.21712;0.40148;Never used
25-34;master degree;UK;Black;1;26;44;44;51;50;-0.71126;0.40148;Never used
45-54;master degree;UK;White;1;31;53;59;53;43;1.29221;0.40148;Used in last Month
25-34;master degree;UK;White;0;42;43;49;47;34;0.19268;-1.18084;Used in last decade
25-34;master degree;other;other;0;31;51;43;42;34;0.52975;0.7654;Never used
18-24;master degree;UK;White;0;42;41;49;41;38;0.88113;0.07987;Never used
25-34;master degree;UK;White;1;39;44;51;53;44;-0.21712;1.92173;Used in last Month
25-34;master degree;UK;Mixed White/Black;1;39;44;42;44;41;0.19268;-0.21575;Never used
35-44;master degree;UK;White;0;34;40;46;50;41;-0.21712;0.40148;Used in last decade
25-34;master degree;UK;White;1;40;47;42;51;45;0.19268;0.40148;Used in last decade
18-24;master degree;UK;Mixed White/Asian;1;42;42;42;44;47;-0.21712;-0.21575;Never used
25-34;master degree;UK;White;1;51;34;46;41;33;0.19268;0.40148;Used in last decade
25-34;master degree;USA;White;1;44;35;46;41;46;-0.21712;-0.84637;Never used
18-24;master degree;other;White;0;40;33;49;41;45;0.19268;0.40148;Never used
18-24;master degree;USA;White;0;38;50;47;32;34;0.52975;0.40148;Used in last Month
25-34;master degree;USA;White;1;29;37;46;47;40;-0.71126;-0.84637;Used in last decade
25-34;master degree;USA;White;1;38;32;42;45;34;0.52975;-0.21575;Used in last Month
25-34;master degree;USA;White;0;28;47;45;44;45;-0.21712;0.07987;Used in last year
35-44;master degree;UK;White;0;33;38;41;38;43;1.29221;0.07987;Never used
25-34;master degree;USA;White;1;25;40;51;46;40;0.19268;0.40148;Used in last decade
18-24;master degree;UK;White;0;27;47;46;45;45;0.19268;1.2247;Used in last Month
35-44;master degree;UK;White;1;30;49;37;53;39;1.29221;1.2247;Used in last week
18-24;master degree;other;White;0;28;38;44;37;41;0.52975;0.7654;Never used
18-24;master degree;UK;White;0;28;46;43;46;47;0.88113;0.7654;Used in last Month
18-24;master degree;USA;White;1;32;45;50;47;50;-0.21712;1.92173;Never used
25-34;master degree;USA;White;1;49;48;57;26;32;1.29221;1.2247;Used in last week
45-54;master degree;other;White;1;30;40;56;47;48;-1.37983;-0.52593;Used over a decade ago
25-34;master degree;other;other;0;29;44;56;47;46;-0.21712;1.2247;Used in last decade
18-24;master degree;UK;White;0;40;40;48;39;43;0.88113;0.07987;Never used
18-24;master degree;UK;White;1;25;50;48;50;50;-0.21712;-0.21575;Never used
18-24;master degree;UK;White;0;33;43;44;45;38;-0.21712;-0.21575;Never used
18-24;master degree;UK;White;1;42;49;45;57;38;1.29221;0.40148;Never used
35-44;master degree;UK;Asian;0;31;46;47;43;48;0.88113;-0.21575;Never used
25-34;master degree;UK;White;0;47;32;40;43;43;-0.21712;-2.07848;Never used
18-24;master degree;UK;White;1;24;48;48;46;46;-0.21712;0.40148;Used in last decade
18-24;master degree;USA;White;0;40;48;38;37;38;1.86203;0.40148;Used in last year
25-34;master degree;USA;White;0;38;35;48;43;34;-0.71126;-1.18084;Never used
18-24;master degree;USA;White;0;18;42;51;54;48;-0.71126;-0.52593;Used in last decade
25-34;master degree;USA;White;1;39;48;45;38;34;0.19268;-0.52593;Used in last Month
55-64;master degree;USA;White;0;37;44;50;41;46;-0.21712;-0.84637;Used over a decade ago
45-54;master degree;UK;White;1;21;45;54;47;42;-0.21712;-1.54858;Never used
45-54;master degree;UK;White;1;31;39;55;43;48;1.86203;0.7654;Never used
25-34;master degree;UK;White;1;53;33;44;31;26;1.29221;1.92173;Used in last year
25-34;master degree;UK;White;1;35;37;43;54;44;-1.37983;-0.52593;Never used
35-44;master degree;UK;White;1;26;41;49;41;46;-0.21712;-0.21575;Used over a decade ago
18-24;master degree;UK;White;0;31;42;52;42;47;-0.21712;0.07987;Used in last year
25-34;master degree;Republic of Ireland;White;1;23;56;51;56;44;0.52975;1.92173;Never used
25-34;master degree;UK;White;1;39;36;47;47;54;-0.21712;0.07987;Never used
25-34;master degree;UK;White;1;42;42;43;52;48;-1.37983;-0.52593;Never used
25-34;master degree;UK;White;1;52;37;37;52;35;-1.37983;-1.54858;Never used
25-34;master degree;UK;White;1;46;46;39;39;41;-1.37983;-1.18084;Used in last decade
25-34;master degree;UK;White;1;28;45;54;51;45;0.19268;1.2247;Never used
25-34;master degree;UK;White;1;46;45;54;43;44;-1.37983;0.07987;Used in last decade
25-34;master degree;Republic of Ireland;White;1;34;38;37;54;40;-1.37983;-1.18084;Never used
25-34;master degree;UK;Mixed White/Black;1;39;33;42;58;51;-1.37983;-1.18084;Never used
45-54;master degree;UK;White;1;23;41;48;49;49;-1.37983;-1.18084;Never used
25-34;master degree;UK;White;1;26;47;52;36;51;-0.21712;-0.52593;Used in last year
45-54;master degree;UK;White;1;19;44;47;52;52;-0.71126;-0.84637;Never used
55-64;master degree;UK;White;0;37;44;52;45;36;-0.71126;-1.18084;Never used
25-34;master degree;UK;White;0;37;41;43;46;43;-0.71126;0.40148;Used in last year
55-64;master degree;UK;White;0;28;38;48;45;51;-0.21712;-0.84637;Used in last decade
18-24;master degree;UK;White;1;35;47;36;40;36;0.88113;1.2247;Used in last Month
25-34;master degree;other;White;0;25;41;48;37;35;0.19268;1.2247;Used in last week
25-34;master degree;UK;White;1;29;33;50;45;50;-0.71126;-0.84637;Never used
25-34;master degree;UK;White;0;22;47;46;43;51;0.19268;0.07987;Never used
35-44;master degree;UK;White;0;22;45;54;54;42;0.19268;-0.21575;Never used
25-34;master degree;UK;White;1;26;48;43;42;42;0.88113;-0.84637;Never used
25-34;master degree;UK;White;1;33;45;42;52;48;0.19268;-0.84637;Never used
35-44;master degree;UK;White;1;43;54;47;54;43;0.19268;0.7654;Never used
25-34;master degree;UK;White;1;28;48;33;44;47;-0.71126;-0.84637;Never used
35-44;master degree;UK;White;1;28;42;46;42;49;-0.21712;-0.21575;Never used
25-34;master degree;UK;White;0;41;40;51;47;40;0.88113;1.92173;Never used
45-54;master degree;UK;White;0;37;35;45;38;40;-0.71126;-0.84637;Never used
35-44;master degree;UK;White;1;28;44;40;36;44;-0.71126;-0.21575;Used in last decade
45-54;master degree;UK;White;0;34;45;42;38;35;-0.21712;-0.52593;Never used
35-44;master degree;UK;other;1;40;34;53;48;46;-0.71126;-0.21575;Never used
25-34;master degree;UK;White;1;37;42;50;38;38;-2.55524;-0.84637;Never used
45-54;master degree;UK;White;0;32;38;48;42;43;-0.21712;-0.21575;Never used
25-34;master degree;UK;White;1;16;42;30;55;54;-0.21712;-0.52593;Never used
35-44;master degree;UK;White;1;30;43;42;41;48;-0.21712;-0.84637;Never used
35-44;master degree;other;White;0;33;27;46;41;44;-0.21712;-1.54858;Never used
25-34;master degree;UK;White;1;34;36;43;46;44;-1.37983;-1.54858;Never used
55-64;master degree;UK;White;0;30;51;32;36;52;0.88113;0.40148;Never used
25-34;master degree;USA;White;1;32;47;49;26;41;0.88113;1.2247;Used in last Month
25-34;master degree;UK;White;1;34;39;43;41;48;-0.21712;0.7654;Never used
35-44;profesionnel diploma;UK;Mixed White/Asian;1;39;36;42;37;42;-0.21712;-1.18084;Never used
35-44;profesionnel diploma;other;White;0;27;40;48;42;40;-0.21712;0.07987;Used in last year
35-44;profesionnel diploma;UK;White;0;32;34;32;50;37;-0.21712;-0.21575;Never used
25-34;profesionnel diploma;Canada;White;1;38;36;40;45;49;-1.37983;-2.07848;Used in last decade
45-54;profesionnel diploma;UK;White;1;41;36;43;40;47;0.19268;-1.18084;Never used
35-44;profesionnel diploma;UK;White;1;40;39;39;50;37;-1.37983;-1.18084;Used over a decade ago
45-54;profesionnel diploma;UK;White;1;39;44;35;45;48;0.19268;0.07987;Never used
55-64;profesionnel diploma;UK;White;1;23;40;40;47;40;-0.71126;-1.54858;Never used
25-34;profesionnel diploma;Canada;White;1;28;38;45;45;38;0.88113;0.07987;Used over a decade ago
35-44;profesionnel diploma;UK;White;1;29;43;42;47;41;-0.21712;0.40148;Used in last decade
45-54;profesionnel diploma;Republic of Ireland;White;1;41;39;37;49;43;-1.37983;-1.54858;Never used
25-34;profesionnel diploma;UK;White;1;34;47;49;51;50;0.19268;1.2247;Never used
25-34;profesionnel diploma;UK;White;1;38;47;48;52;42;0.88113;0.7654;Used in last decade
35-44;profesionnel diploma;UK;White;1;46;23;33;47;45;-1.37983;-1.54858;Never used
25-34;profesionnel diploma;UK;White;1;36;46;37;56;54;-1.37983;-2.07848;Never used
45-54;profesionnel diploma;UK;White;1;20;44;51;53;44;-1.37983;-0.84637;Never used
25-34;profesionnel diploma;UK;White;1;49;35;37;46;37;-0.21712;-0.84637;Never used
45-54;profesionnel diploma;UK;White;1;47;42;45;49;49;-0.71126;-0.21575;Never used
45-54;profesionnel diploma;UK;White;1;31;46;58;37;42;1.86203;1.2247;Never used
35-44;profesionnel diploma;UK;White;0;49;37;47;43;42;-0.71126;-0.52593;Never used
35-44;profesionnel diploma;USA;White;1;44;33;45;46;46;-0.71126;-0.84637;Never used
35-44;profesionnel diploma;UK;White;1;28;48;45;49;55;0.19268;-0.52593;Never used
25-34;profesionnel diploma;UK;White;1;38;38;37;50;38;-1.37983;-2.07848;Never used
45-54;profesionnel diploma;Canada;White;1;30;42;53;31;45;1.86203;0.40148;Used in last year
45-54;profesionnel diploma;UK;White;1;34;38;42;49;47;-1.37983;-0.21575;Never used
55-64;profesionnel diploma;UK;White;1;21;46;44;49;53;-2.55524;-1.54858;Never used
35-44;profesionnel diploma;UK;White;0;40;41;46;40;38;-0.21712;0.40148;Used in last decade
35-44;profesionnel diploma;UK;White;1;42;44;53;49;50;0.88113;0.40148;Used in last year
45-54;profesionnel diploma;UK;White;1;48;39;37;48;45;-1.37983;-2.07848;Never used
45-54;profesionnel diploma;UK;Asian;0;34;40;42;40;32;-1.37983;-1.54858;Never used
25-34;profesionnel diploma;UK;White;0;30;37;29;44;39;-0.71126;-0.21575;Used in last decade
45-54;profesionnel diploma;UK;White;1;31;45;50;44;47;-2.55524;-0.84637;Never used
45-54;profesionnel diploma;UK;White;1;42;45;49;41;36;1.29221;1.92173;Used over a decade ago
18-24;profesionnel diploma;UK;White;0;41;36;52;43;44;0.88113;0.7654;Never used
25-34;profesionnel diploma;UK;White;1;43;47;46;43;42;-0.21712;1.2247;Used in last week
35-44;profesionnel diploma;UK;White;1;51;41;43;47;36;-0.71126;-0.21575;Never used
35-44;profesionnel diploma;USA;White;1;14;46;47;46;54;-0.71126;-0.21575;Used in last decade
25-34;profesionnel diploma;other;Mixed White/Black;0;35;46;46;47;46;0.19268;0.7654;Used in last year
45-54;profesionnel diploma;USA;White;1;36;41;42;46;44;-0.21712;-0.52593;Used over a decade ago
45-54;profesionnel diploma;UK;White;0;47;30;55;40;31;1.86203;1.92173;Used over a decade ago
18-24;profesionnel diploma;UK;White;0;32;41;43;38;39;-2.55524;-0.52593;Used in last decade
35-44;profesionnel diploma;UK;White;0;27;36;43;39;40;0.19268;-0.21575;Used in last decade
18-24;profesionnel diploma;UK;White;0;43;47;49;36;40;0.88113;1.92173;Never used
18-24;profesionnel diploma;UK;White;0;21;48;42;39;33;1.86203;0.7654;Used in last week
18-24;profesionnel diploma;UK;White;0;21;34;37;54;41;-0.21712;-0.84637;Used in last year
18-24;profesionnel diploma;USA;Mixed White/Asian;0;41;48;45;47;54;0.88113;1.2247;Used in last week
25-34;profesionnel diploma;other;White;0;40;42;47;43;54;-0.71126;-0.52593;Used in last decade
18-24;profesionnel diploma;USA;White;0;28;48;50;50;37;-0.21712;0.7654;Never used
35-44;profesionnel diploma;USA;White;0;51;27;46;44;30;0.88113;-0.52593;Used over a decade ago
18-24;profesionnel diploma;Australia;White;0;39;46;53;45;40;1.86203;1.92173;Used in last year
18-24;profesionnel diploma;USA;White;0;43;34;41;40;44;0.88113;0.07987;Used in last year
18-24;profesionnel diploma;UK;White;0;25;44;46;45;38;-0.21712;-0.52593;Never used
45-54;profesionnel diploma;USA;White;0;40;39;45;30;34;0.52975;0.40148;Used over a decade ago
18-24;profesionnel diploma;Canada;White;0;34;49;55;44;31;0.52975;0.7654;Never used
45-54;profesionnel diploma;UK;White;1;30;38;44;51;46;-1.37983;-0.21575;Never used
25-34;profesionnel diploma;UK;White;0;33;45;48;41;43;1.86203;1.2247;Used in last day
25-34;profesionnel diploma;USA;White;0;27;39;51;31;39;-0.21712;-0.21575;Used in last year
18-24;profesionnel diploma;USA;White;0;52;26;44;40;21;1.29221;1.2247;Used in last year
18-24;profesionnel diploma;UK;White;0;38;44;33;36;35;0.88113;0.40148;Used in last year
35-44;profesionnel diploma;UK;White;1;42;43;49;39;35;1.29221;0.40148;Used in last decade
35-44;profesionnel diploma;UK;Black;0;39;42;45;42;42;1.29221;0.40148;Never used
55-64;profesionnel diploma;UK;White;1;28;36;48;45;33;1.86203;0.40148;Never used
18-24;profesionnel diploma;USA;White;0;43;35;55;55;39;-0.71126;1.92173;Used in last Month
25-34;profesionnel diploma;Canada;White;0;32;37;45;40;43;-0.71126;-0.84637;Used in last week
35-44;profesionnel diploma;USA;White;1;35;36;31;43;40;-0.71126;-0.84637;Never used
35-44;profesionnel diploma;USA;White;1;52;19;48;51;36;-0.21712;-0.21575;Used over a decade ago
25-34;profesionnel diploma;USA;White;1;43;31;51;47;42;0.52975;0.7654;Used in last decade
18-24;profesionnel diploma;USA;White;0;49;28;53;37;31;1.29221;0.7654;Used in last decade
35-44;profesionnel diploma;UK;White;1;44;45;48;51;44;-1.37983;-1.18084;Never used
45-54;profesionnel diploma;UK;White;1;42;29;29;37;43;-1.37983;-2.07848;Never used
35-44;profesionnel diploma;UK;White;1;32;45;34;39;45;-0.21712;-0.21575;Never used
45-54;profesionnel diploma;UK;White;1;19;45;39;58;49;-1.37983;-2.07848;Never used
25-34;profesionnel diploma;UK;White;1;29;46;38;42;46;0.19268;-0.21575;Never used
35-44;profesionnel diploma;UK;White;1;22;49;49;46;46;-0.71126;-1.18084;Never used
45-54;profesionnel diploma;UK;White;0;39;41;38;47;46;0.52975;-0.52593;Never used
45-54;profesionnel diploma;UK;White;0;37;40;43;39;47;-0.21712;0.40148;Never used
35-44;profesionnel diploma;UK;White;0;22;39;50;46;49;0.19268;-0.21575;Never used
25-34;profesionnel diploma;UK;White;1;23;44;36;47;46;-1.37983;-1.18084;Never used
35-44;profesionnel diploma;UK;White;1;18;43;45;58;49;-0.71126;-0.84637;Never used
45-54;profesionnel diploma;UK;Black;1;32;42;40;41;45;0.88113;0.40148;Never used
45-54;profesionnel diploma;UK;White;1;46;40;45;49;48;0.19268;-0.84637;Never used
35-44;profesionnel diploma;UK;White;0;44;34;42;46;39;0.19268;0.40148;Never used
25-34;profesionnel diploma;other;White;0;29;47;46;46;41;0.88113;0.7654;Used in last Month
45-54;profesionnel diploma;UK;White;0;31;41;36;41;55;-0.71126;-1.18084;Never used
35-44;profesionnel diploma;UK;White;0;28;47;31;41;38;-0.21712;-1.18084;Never used
45-54;profesionnel diploma;UK;White;1;33;45;34;51;49;-0.71126;-1.54858;Never used
45-54;profesionnel diploma;UK;White;0;31;43;38;38;41;-0.21712;0.7654;Never used
25-34;profesionnel diploma;UK;White;1;30;43;32;45;48;-0.71126;-0.84637;Never used
18-24;profesionnel diploma;UK;White;1;31;45;42;49;41;0.52975;-0.84637;Never used
45-54;profesionnel diploma;UK;White;0;25;42;43;37;43;-0.21712;-0.52593;Never used
45-54;profesionnel diploma;UK;White;1;24;41;42;45;46;-1.37983;-0.84637;Never used
45-54;profesionnel diploma;UK;White;0;27;38;35;43;43;-1.37983;-1.54858;Never used
45-54;profesionnel diploma;UK;White;1;26;45;42;49;51;0.19268;0.07987;Never used
35-44;profesionnel diploma;UK;White;0;23;46;48;51;44;-0.71126;0.7654;Never used
45-54;profesionnel diploma;UK;White;0;24;38;45;46;42;-0.21712;-0.52593;Never used
45-54;profesionnel diploma;UK;White;1;30;42;47;34;48;0.19268;-0.21575;Never used
35-44;profesionnel diploma;UK;White;1;33;36;45;41;47;0.88113;0.40148;Never used
35-44;profesionnel diploma;UK;White;1;28;43;38;47;42;-0.71126;-0.21575;Never used
18-24;profesionnel diploma;USA;White;1;36;40;59;39;25;0.88113;1.2247;Used in last year
25-34;university degree;UK;White;1;26;45;38;38;53;0.19268;0.07987;Used in last decade
55-64;university degree;UK;White;1;56;41;49;32;36;1.29221;0.07987;Used over a decade ago
55-64;university degree;UK;White;0;19;29;35;36;49;-0.71126;-0.52593;Used in last decade
55-64;university degree;UK;White;0;34;44;54;48;51;-0.21712;-0.52593;Used over a decade ago
25-34;university degree;UK;other;0;26;49;49;51;48;-0.21712;0.07987;Never used
25-34;university degree;UK;White;1;31;43;54;49;52;-1.37983;-2.07848;Never used
55-64;university degree;UK;White;1;34;40;36;45;36;0.52975;-1.54858;Never used
45-54;university degree;UK;White;0;31;31;37;32;41;-1.37983;-1.54858;Never used
25-34;university degree;UK;White;0;30;30;33;34;45;-1.37983;-1.18084;Never used
45-54;university degree;UK;White;0;46;38;41;39;42;-1.37983;-1.18084;Never used
25-34;university degree;UK;White;0;34;41;35;38;39;0.52975;-0.21575;Never used
55-64;university degree;UK;White;1;28;31;46;37;41;0.88113;0.40148;Used over a decade ago
25-34;university degree;UK;White;1;31;53;47;44;47;1.86203;1.2247;Used in last Month
25-34;university degree;UK;White;1;51;45;55;44;33;0.52975;0.40148;Used in last year
35-44;university degree;UK;White;1;32;44;39;45;51;-0.21712;-0.84637;Never used
25-34;university degree;UK;White;1;38;35;43;43;43;1.29221;0.07987;Used in last decade
45-54;university degree;UK;White;0;25;44;38;40;42;-0.21712;-0.84637;Never used
45-54;university degree;UK;White;1;34;38;34;54;52;1.29221;0.07987;Never used
25-34;university degree;UK;Asian;1;54;42;55;49;40;-0.71126;-0.21575;Never used
35-44;university degree;UK;White;1;41;28;33;46;35;-0.71126;-0.84637;Never used
25-34;university degree;UK;White;1;31;29;41;39;37;-2.55524;-1.54858;Used over a decade ago
35-44;university degree;UK;Black;1;42;30;37;45;40;-0.71126;-0.84637;Never used
35-44;university degree;UK;Black;0;29;42;40;54;39;-0.71126;-1.18084;Never used
25-34;university degree;UK;White;1;38;48;37;41;33;0.52975;0.40148;Used in last decade
55-64;university degree;UK;White;1;42;40;49;51;43;0.19268;0.07987;Never used
35-44;university degree;UK;White;1;50;40;37;37;49;-0.71126;-0.52593;Never used
45-54;university degree;UK;White;1;44;33;43;48;41;0.19268;-0.21575;Never used
35-44;university degree;Canada;White;1;39;44;46;48;41;-0.21712;-0.52593;Used over a decade ago
18-24;university degree;UK;Mixed White/Asian;0;32;48;38;47;38;0.52975;0.07987;Never used
45-54;university degree;UK;White;1;39;32;43;44;43;-1.37983;0.07987;Never used
55-64;university degree;UK;White;1;42;42;51;41;48;0.52975;0.07987;Never used
55-64;university degree;UK;White;1;32;43;41;37;38;-0.71126;-0.84637;Never used
25-34;university degree;UK;White;1;34;46;54;43;44;-0.21712;0.40148;Used in last decade
18-24;university degree;UK;White;1;35;48;50;44;45;0.88113;0.07987;Never used
25-34;university degree;Canada;White;1;51;38;41;50;39;0.19268;0.07987;Used in last year
18-24;university degree;UK;White;1;44;38;48;43;43;0.19268;0.07987;Never used
45-54;university degree;UK;White;1;31;49;48;46;47;-0.21712;-0.21575;Never used
45-54;university degree;UK;White;1;31;43;41;52;51;-0.21712;-0.84637;Never used
25-34;university degree;UK;White;1;36;48;46;44;47;0.52975;0.7654;Never used
25-34;university degree;UK;White;1;30;47;51;49;48;-1.37983;-0.21575;Used in last year
35-44;university degree;UK;White;0;54;29;45;50;20;-0.71126;-0.52593;Never used
45-54;university degree;UK;White;0;31;41;44;40;51;0.19268;-0.84637;Never used
18-24;university degree;UK;White;1;31;41;46;47;46;-1.37983;-1.18084;Never used
45-54;university degree;UK;White;1;33;37;44;48;42;-0.71126;-0.52593;Never used
35-44;university degree;UK;White;0;27;48;41;41;44;-1.37983;-0.21575;Never used
45-54;university degree;UK;White;1;38;30;45;34;41;-1.37983;-2.07848;Never used
35-44;university degree;UK;White;1;37;38;36;53;45;-0.21712;-1.54858;Never used
55-64;university degree;UK;White;1;31;45;53;40;36;1.86203;0.40148;Used over a decade ago
35-44;university degree;UK;Black;0;28;52;39;43;49;-0.71126;-0.52593;Never used
45-54;university degree;UK;White;1;43;38;42;36;41;-1.37983;-1.18084;Never used
18-24;university degree;UK;White;1;28;43;49;49;43;-0.21712;0.40148;Never used
45-54;university degree;UK;White;0;41;35;42;44;41;-0.21712;0.40148;Used in last decade
45-54;university degree;UK;White;1;25;43;48;46;44;0.19268;-0.21575;Never used
35-44;university degree;UK;White;1;46;54;56;34;45;1.29221;1.92173;Used over a decade ago
25-34;university degree;UK;White;1;31;36;34;46;38;-0.71126;-1.18084;Never used
45-54;university degree;UK;White;1;37;38;43;50;47;-2.55524;-0.52593;Never used
25-34;university degree;UK;White;1;42;40;47;45;43;-0.71126;-0.52593;Never used
18-24;university degree;UK;White;0;23;44;44;38;39;-1.37983;-0.52593;Never used
25-34;university degree;UK;White;0;33;38;34;45;43;-0.71126;-1.18084;Never used
18-24;university degree;UK;White;1;34;46;35;56;52;-0.21712;-0.52593;Never used
25-34;university degree;USA;White;1;59;37;40;31;26;0.88113;0.07987;Used in last decade
45-54;university degree;UK;White;1;46;33;42;37;45;-0.21712;-1.54858;Never used
18-24;university degree;UK;White;0;32;44;49;41;47;-0.21712;0.07987;Used in last year
18-24;university degree;UK;White;1;43;39;40;47;34;0.52975;0.07987;Used in last decade
35-44;university degree;UK;White;1;34;39;47;44;48;-1.37983;0.07987;Used in last decade
25-34;university degree;UK;White;0;48;27;44;44;45;-1.37983;-0.21575;Never used
18-24;university degree;UK;White;1;39;34;53;48;48;0.19268;-0.21575;Never used
25-34;university degree;UK;White;0;25;51;55;48;42;0.88113;1.2247;Used in last year
35-44;university degree;UK;White;0;36;46;42;41;39;0.52975;-0.21575;Used in last decade
35-44;university degree;UK;White;1;38;38;39;38;48;-1.37983;-2.07848;Never used
45-54;university degree;Australia;White;1;29;44;53;55;56;0.19268;0.07987;Used over a decade ago
55-64;university degree;UK;White;0;45;40;50;30;46;-0.21712;-1.18084;Never used
45-54;university degree;UK;White;0;46;29;41;45;35;-0.21712;0.7654;Used in last year
25-34;university degree;USA;White;1;45;40;52;29;38;0.19268;-0.21575;Used in last day
45-54;university degree;UK;White;1;26;42;45;37;43;-1.37983;-1.54858;Never used
18-24;university degree;UK;White;1;31;39;42;49;41;1.29221;1.2247;Used in last decade
35-44;university degree;UK;White;1;42;44;49;36;47;-0.21712;-0.21575;Used in last decade
18-24;university degree;UK;White;1;45;47;39;49;46;-1.37983;-1.18084;Never used
25-34;university degree;USA;White;0;29;34;43;33;43;-0.71126;-0.21575;Used in last decade
18-24;university degree;UK;White;0;31;40;38;52;36;-0.21712;1.2247;Never used
25-34;university degree;UK;White;0;29;42;42;51;46;0.52975;1.2247;Never used
25-34;university degree;UK;White;1;35;47;52;44;42;0.52975;0.07987;Never used
18-24;university degree;UK;White;1;40;39;44;56;49;-1.37983;-0.52593;Never used
18-24;university degree;UK;White;1;48;37;37;37;47;-1.37983;-2.07848;Never used
35-44;university degree;UK;White;0;28;38;45;50;38;-0.71126;0.07987;Used in last decade
18-24;university degree;UK;White;1;33;36;36;42;52;-0.71126;0.07987;Never used
45-54;university degree;UK;White;0;34;35;49;44;41;-0.21712;-0.52593;Never used
45-54;university degree;UK;White;0;36;38;44;38;39;1.29221;-0.52593;Never used
18-24;university degree;UK;White;1;31;39;44;42;47;-0.21712;-0.52593;Never used
25-34;university degree;UK;White;1;34;45;37;43;54;0.19268;-1.18084;Used in last decade
